School.Year,District.Code,District,School.Code,Organization,Assessment.Name,ContentArea,Race,Gender,Grade,SpecialDemo,Geography,SubGroup,RowStatus,Tested,Proficient,PctProficient,ScaleScoreAvg
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-SWD,All Students,White/Female/5th Grade/Non-SWD,REPORTED,33,11,33.33,2509.82
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-EL Students,All Students,White/Female/6th Grade/Non-EL Students,REPORTED,15,7,46.67,2535.87
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Foster Care,All Students,White/Female/6th Grade/Non-Foster Care,REPORTED,16,7,43.75,2521
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Homeless,All Students,White/Female/6th Grade/Non-Homeless,REPORTED,16,7,43.75,2521
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-EL Students,All Students,White/Female/7th Grade/Non-EL Students,REPORTED,24,8,33.33,2522.83
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Foster Care,All Students,White/Female/7th Grade/Non-Foster Care,REPORTED,24,8,33.33,2522.83
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Homeless,All Students,White/Female/7th Grade/Non-Homeless,REPORTED,24,8,33.33,2522.83
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non Low-Income,All Students,White/Female/7th Grade/Non Low-Income,REPORTED,24,8,33.33,2522.83
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-SWD,All Students,White/Female/7th Grade/Non-SWD,REPORTED,21,8,38.1,2536.71
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-EL Students,All Students,White/Female/8th Grade/Non-EL Students,REPORTED,20,5,25,2516.75
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Foster Care,All Students,White/Female/8th Grade/Non-Foster Care,REPORTED,20,5,25,2516.75
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Homeless,All Students,White/Female/8th Grade/Non-Homeless,REPORTED,20,5,25,2516.75
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non Low-Income,All Students,White/Female/8th Grade/Non Low-Income,REPORTED,19,5,26.32,2532.47
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-SWD,All Students,White/Female/8th Grade/Non-SWD,REPORTED,19,5,26.32,2527.53
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-EL Students,All Students,White/Male/3rd Grade/Non-EL Students,REPORTED,30,20,66.67,2457.63
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Foster Care,All Students,White/Male/3rd Grade/Non-Foster Care,REPORTED,33,23,69.7,2462.82
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Homeless,All Students,White/Male/3rd Grade/Non-Homeless,REPORTED,33,23,69.7,2462.82
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non Low-Income,All Students,White/Male/3rd Grade/Non Low-Income,REPORTED,31,21,67.74,2462.06
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-SWD,All Students,White/Male/3rd Grade/Non-SWD,REPORTED,28,20,71.43,2465.39
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-EL Students,All Students,White/Male/4th Grade/Non-EL Students,REPORTED,25,7,28,2454.92
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Foster Care,All Students,White/Male/4th Grade/Non-Foster Care,REPORTED,25,7,28,2454.92
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Homeless,All Students,White/Male/4th Grade/Non-Homeless,REPORTED,25,7,28,2454.92
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non Low-Income,All Students,White/Male/4th Grade/Non Low-Income,REPORTED,21,6,28.57,2459.86
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-SWD,All Students,White/Male/4th Grade/Non-SWD,REPORTED,20,6,30,2468.8
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-EL Students,All Students,White/Male/5th Grade/Non-EL Students,REPORTED,43,18,41.86,2514.98
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Foster Care,All Students,White/Male/5th Grade/Non-Foster Care,REPORTED,44,18,40.91,2512.98
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Homeless,All Students,White/Male/5th Grade/Non-Homeless,REPORTED,44,18,40.91,2512.98
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non Low-Income,All Students,White/Male/5th Grade/Non Low-Income,REPORTED,42,17,40.48,2513.98
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-SWD,All Students,White/Male/5th Grade/Non-SWD,REPORTED,37,16,43.24,2521.84
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-EL Students,All Students,White/Male/6th Grade/Non-EL Students,REPORTED,26,11,42.31,2521.62
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Foster Care,All Students,White/Male/6th Grade/Non-Foster Care,REPORTED,28,11,39.29,2511.82
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Homeless,All Students,White/Male/6th Grade/Non-Homeless,REPORTED,28,11,39.29,2511.82
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non Low-Income,All Students,White/Male/6th Grade/Non Low-Income,REPORTED,24,10,41.67,2518.04
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-SWD,All Students,White/Male/6th Grade/Non-SWD,REPORTED,26,10,38.46,2510.31
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-EL Students,All Students,White/Male/7th Grade/Non-EL Students,REPORTED,30,9,30,2514.13
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Foster Care,All Students,White/Male/7th Grade/Non-Foster Care,REPORTED,31,10,32.26,2517.71
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Homeless,All Students,White/Male/7th Grade/Non-Homeless,REPORTED,31,10,32.26,2517.71
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non Low-Income,All Students,White/Male/7th Grade/Non Low-Income,REPORTED,27,9,33.33,2526
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-SWD,All Students,White/Male/7th Grade/Non-SWD,REPORTED,27,10,37.04,2544.19
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-EL Students,All Students,White/Male/8th Grade/Non-EL Students,REPORTED,22,5,22.73,2498.82
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Foster Care,All Students,White/Male/8th Grade/Non-Foster Care,REPORTED,22,5,22.73,2498.82
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Homeless,All Students,White/Male/8th Grade/Non-Homeless,REPORTED,22,5,22.73,2498.82
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non Low-Income,All Students,White/Male/8th Grade/Non Low-Income,REPORTED,20,5,25,2505.7
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-SWD,All Students,White/Male/8th Grade/Non-SWD,REPORTED,20,5,25,2498.55
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,Asian American,Female,3rd Grade,Non-Foster Care,All Students,Asian American/Female/3rd Grade/Non-Foster Care,REPORTED,15,10,66.67,2469.73
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,Asian American,Female,3rd Grade,Non-Homeless,All Students,Asian American/Female/3rd Grade/Non-Homeless,REPORTED,15,10,66.67,2469.73
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,Asian American,Female,3rd Grade,Non Low-Income,All Students,Asian American/Female/3rd Grade/Non Low-Income,REPORTED,15,10,66.67,2469.73
2021,86,Odyssey Charter School,0,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,Asian American,Female,3rd Grade,Non-SWD,All Students,Asian American/Female/3rd Grade/Non-SWD,REPORTED,15,10,66.67,2469.73
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-EL Students,All Students,White/Female/3rd Grade/Non-EL Students,REPORTED,28,15,53.57,2429.93
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Foster Care,All Students,White/Female/3rd Grade/Non-Foster Care,REPORTED,28,15,53.57,2429.93
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Homeless,All Students,White/Female/3rd Grade/Non-Homeless,REPORTED,28,15,53.57,2429.93
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non Low-Income,All Students,White/Female/3rd Grade/Non Low-Income,REPORTED,27,15,55.56,2435.15
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-SWD,All Students,White/Female/3rd Grade/Non-SWD,REPORTED,25,14,56,2434.36
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-EL Students,All Students,White/Female/4th Grade/Non-EL Students,REPORTED,37,10,27.03,2448.43
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Foster Care,All Students,White/Female/4th Grade/Non-Foster Care,REPORTED,37,10,27.03,2448.43
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-Homeless,All Students,White/Female/4th Grade/Non-Homeless,REPORTED,37,10,27.03,2448.43
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non Low-Income,All Students,White/Female/4th Grade/Non Low-Income,REPORTED,34,9,26.47,2449.65
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,4th Grade,Non-SWD,All Students,White/Female/4th Grade/Non-SWD,REPORTED,34,9,26.47,2454.15
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-EL Students,All Students,White/Female/5th Grade/Non-EL Students,REPORTED,36,11,30.56,2503.92
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Foster Care,All Students,White/Female/5th Grade/Non-Foster Care,REPORTED,36,11,30.56,2503.92
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-Homeless,All Students,White/Female/5th Grade/Non-Homeless,REPORTED,36,11,30.56,2503.92
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non Low-Income,All Students,White/Female/5th Grade/Non Low-Income,REPORTED,33,11,33.33,2506.06
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,5th Grade,Non-SWD,All Students,White/Female/5th Grade/Non-SWD,REPORTED,33,11,33.33,2509.82
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-EL Students,All Students,White/Female/6th Grade/Non-EL Students,REPORTED,15,7,46.67,2535.87
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Foster Care,All Students,White/Female/6th Grade/Non-Foster Care,REPORTED,16,7,43.75,2521
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Homeless,All Students,White/Female/6th Grade/Non-Homeless,REPORTED,16,7,43.75,2521
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-EL Students,All Students,White/Female/7th Grade/Non-EL Students,REPORTED,24,8,33.33,2522.83
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Foster Care,All Students,White/Female/7th Grade/Non-Foster Care,REPORTED,24,8,33.33,2522.83
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Homeless,All Students,White/Female/7th Grade/Non-Homeless,REPORTED,24,8,33.33,2522.83
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non Low-Income,All Students,White/Female/7th Grade/Non Low-Income,REPORTED,24,8,33.33,2522.83
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-SWD,All Students,White/Female/7th Grade/Non-SWD,REPORTED,21,8,38.1,2536.71
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-EL Students,All Students,White/Female/8th Grade/Non-EL Students,REPORTED,20,5,25,2516.75
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Foster Care,All Students,White/Female/8th Grade/Non-Foster Care,REPORTED,20,5,25,2516.75
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Homeless,All Students,White/Female/8th Grade/Non-Homeless,REPORTED,20,5,25,2516.75
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non Low-Income,All Students,White/Female/8th Grade/Non Low-Income,REPORTED,19,5,26.32,2532.47
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-SWD,All Students,White/Female/8th Grade/Non-SWD,REPORTED,19,5,26.32,2527.53
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-EL Students,All Students,White/Male/3rd Grade/Non-EL Students,REPORTED,30,20,66.67,2457.63
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Foster Care,All Students,White/Male/3rd Grade/Non-Foster Care,REPORTED,33,23,69.7,2462.82
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-Homeless,All Students,White/Male/3rd Grade/Non-Homeless,REPORTED,33,23,69.7,2462.82
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non Low-Income,All Students,White/Male/3rd Grade/Non Low-Income,REPORTED,31,21,67.74,2462.06
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,3rd Grade,Non-SWD,All Students,White/Male/3rd Grade/Non-SWD,REPORTED,28,20,71.43,2465.39
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-EL Students,All Students,White/Male/4th Grade/Non-EL Students,REPORTED,25,7,28,2454.92
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Foster Care,All Students,White/Male/4th Grade/Non-Foster Care,REPORTED,25,7,28,2454.92
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-Homeless,All Students,White/Male/4th Grade/Non-Homeless,REPORTED,25,7,28,2454.92
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non Low-Income,All Students,White/Male/4th Grade/Non Low-Income,REPORTED,21,6,28.57,2459.86
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,4th Grade,Non-SWD,All Students,White/Male/4th Grade/Non-SWD,REPORTED,20,6,30,2468.8
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-EL Students,All Students,White/Male/5th Grade/Non-EL Students,REPORTED,43,18,41.86,2514.98
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Foster Care,All Students,White/Male/5th Grade/Non-Foster Care,REPORTED,44,18,40.91,2512.98
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-Homeless,All Students,White/Male/5th Grade/Non-Homeless,REPORTED,44,18,40.91,2512.98
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non Low-Income,All Students,White/Male/5th Grade/Non Low-Income,REPORTED,42,17,40.48,2513.98
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,5th Grade,Non-SWD,All Students,White/Male/5th Grade/Non-SWD,REPORTED,37,16,43.24,2521.84
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-EL Students,All Students,White/Male/6th Grade/Non-EL Students,REPORTED,26,11,42.31,2521.62
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Foster Care,All Students,White/Male/6th Grade/Non-Foster Care,REPORTED,28,11,39.29,2511.82
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-Homeless,All Students,White/Male/6th Grade/Non-Homeless,REPORTED,28,11,39.29,2511.82
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non Low-Income,All Students,White/Male/6th Grade/Non Low-Income,REPORTED,24,10,41.67,2518.04
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,6th Grade,Non-SWD,All Students,White/Male/6th Grade/Non-SWD,REPORTED,26,10,38.46,2510.31
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-EL Students,All Students,White/Male/7th Grade/Non-EL Students,REPORTED,30,9,30,2514.13
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Foster Care,All Students,White/Male/7th Grade/Non-Foster Care,REPORTED,31,10,32.26,2517.71
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-Homeless,All Students,White/Male/7th Grade/Non-Homeless,REPORTED,31,10,32.26,2517.71
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non Low-Income,All Students,White/Male/7th Grade/Non Low-Income,REPORTED,27,9,33.33,2526
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,7th Grade,Non-SWD,All Students,White/Male/7th Grade/Non-SWD,REPORTED,27,10,37.04,2544.19
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-EL Students,All Students,White/Male/8th Grade/Non-EL Students,REPORTED,22,5,22.73,2498.82
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Foster Care,All Students,White/Male/8th Grade/Non-Foster Care,REPORTED,22,5,22.73,2498.82
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-Homeless,All Students,White/Male/8th Grade/Non-Homeless,REPORTED,22,5,22.73,2498.82
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non Low-Income,All Students,White/Male/8th Grade/Non Low-Income,REPORTED,20,5,25,2505.7
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,White,Male,8th Grade,Non-SWD,All Students,White/Male/8th Grade/Non-SWD,REPORTED,20,5,25,2498.55
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,Asian American,Female,3rd Grade,Non-Foster Care,All Students,Asian American/Female/3rd Grade/Non-Foster Care,REPORTED,15,10,66.67,2469.73
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,Asian American,Female,3rd Grade,Non-Homeless,All Students,Asian American/Female/3rd Grade/Non-Homeless,REPORTED,15,10,66.67,2469.73
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,Asian American,Female,3rd Grade,Non Low-Income,All Students,Asian American/Female/3rd Grade/Non Low-Income,REPORTED,15,10,66.67,2469.73
2021,86,Odyssey Charter School,585,Odyssey Charter School,Smarter Balanced Summative Assessment,MATH,Asian American,Female,3rd Grade,Non-SWD,All Students,Asian American/Female/3rd Grade/Non-SWD,REPORTED,15,10,66.67,2469.73
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-EL Students,All Students,White/Female/3rd Grade/Non-EL Students,REPORTED,17,12,70.59,2469.65
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Foster Care,All Students,White/Female/3rd Grade/Non-Foster Care,REPORTED,17,12,70.59,2469.65
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non-Homeless,All Students,White/Female/3rd Grade/Non-Homeless,REPORTED,17,12,70.59,2469.65
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,3rd Grade,Non Low-Income,All Students,White/Female/3rd Grade/Non Low-Income,REPORTED,17,12,70.59,2469.65
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-EL Students,All Students,White/Female/6th Grade/Non-EL Students,REPORTED,21,9,42.86,2549.14
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Foster Care,All Students,White/Female/6th Grade/Non-Foster Care,REPORTED,23,9,39.13,2548.96
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-Homeless,All Students,White/Female/6th Grade/Non-Homeless,REPORTED,23,9,39.13,2548.96
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non Low-Income,All Students,White/Female/6th Grade/Non Low-Income,REPORTED,23,9,39.13,2548.96
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,6th Grade,Non-SWD,All Students,White/Female/6th Grade/Non-SWD,REPORTED,20,9,45,2552.65
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-EL Students,All Students,White/Female/7th Grade/Non-EL Students,REPORTED,18,6,33.33,2541.83
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Foster Care,All Students,White/Female/7th Grade/Non-Foster Care,REPORTED,18,6,33.33,2541.83
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-Homeless,All Students,White/Female/7th Grade/Non-Homeless,REPORTED,18,6,33.33,2541.83
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non Low-Income,All Students,White/Female/7th Grade/Non Low-Income,REPORTED,18,6,33.33,2541.83
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,7th Grade,Non-SWD,All Students,White/Female/7th Grade/Non-SWD,REPORTED,18,6,33.33,2541.83
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-EL Students,All Students,White/Female/8th Grade/Non-EL Students,REPORTED,17,11,64.71,2642.59
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Foster Care,All Students,White/Female/8th Grade/Non-Foster Care,REPORTED,17,11,64.71,2642.59
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non-Homeless,All Students,White/Female/8th Grade/Non-Homeless,REPORTED,17,11,64.71,2642.59
2021,88,MOT Charter School,0,MOT Charter School,Smarter Balanced Summative Assessment,MATH,White,Female,8th Grade,Non Low-Income,All Students,White/Female/8th Grade/Non Low-Income,REPORTED,17,11,64.71,2642.59
